first,second,third
sagte,weißt,du
weißt,du,mein
du,mein,fall
mein,fall,zur
fall,zur,erde
zur,erde,morgen
erde,morgen,jährt
morgen,jährt,er
jährt,er,sich
er,sich,und
sich,und,nach
und,nach,einem
nach,einem,moment
einem,moment,stille
moment,stille,sagte
stille,sagte,er
sagte,er,noch
er,noch,mein
noch,mein,absturz
mein,absturz,der
absturz,der,ereignete
der,ereignete,sich
ereignete,sich,hier
sich,hier,ganz
hier,ganz,in
ganz,in,der
in,der,nähe
der,nähe,und
nähe,und,wieder
und,wieder,fühlte
wieder,fühlte,ich
fühlte,ich,einen
ich,einen,merkwürdigen
einen,merkwürdigen,schmerz
merkwürdigen,schmerz,ohne
schmerz,ohne,zu
ohne,zu,verstehen
zu,verstehen,warum
verstehen,warum,währenddessen
warum,währenddessen,fiel
währenddessen,fiel,mir
fiel,mir,eine
mir,eine,frage
eine,frage,ein
frage,ein,also
ein,also,ist
also,ist,es
ist,es,kein
es,kein,zufall
kein,zufall,dass
zufall,dass,du
dass,du,an
du,an,dem
an,dem,morgen
dem,morgen,an
morgen,an,dem
an,dem,ich
dem,ich,dich
ich,dich,traf
dich,traf,so
traf,so,ganz
so,ganz,allein
ganz,allein,tausend
allein,tausend,meilen
tausend,meilen,von
meilen,von,besiedeltem
von,besiedeltem,gebiet
besiedeltem,gebiet,entfernt
gebiet,entfernt,spazieren
entfernt,spazieren,gingst
spazieren,gingst,du
gingst,du,bist
du,bist,zu
bist,zu,der
zu,der,stelle
der,stelle,zurückgekehrt
stelle,zurückgekehrt,wohin
zurückgekehrt,wohin,du
wohin,du,gefallen
du,gefallen,warst
gefallen,warst,der
warst,der,kleine
der,kleine,prinz
kleine,prinz,errötete
prinz,errötete,und
errötete,und,zögernd
und,zögernd,fügte
zögernd,fügte,ich
fügte,ich,hinzu
ich,hinzu,vielleicht
hinzu,vielleicht,wegen
vielleicht,wegen,des
wegen,des,jahrestags
des,jahrestags,der
jahrestags,der,kleine
der,kleine,prinz
kleine,prinz,errötete
prinz,errötete,wieder
errötete,wieder,er
wieder,er,antwortete
er,antwortete,nie
antwortete,nie,auf
nie,auf,fragen
auf,fragen,aber
fragen,aber,wenn
aber,wenn,man
wenn,man,rot
man,rot,wird
rot,wird,dann
wird,dann,heißt
dann,heißt,das
heißt,das,doch
das,doch,ja
doch,ja,oder
ja,oder,ach
oder,ach,sagte
ach,sagte,ich
sagte,ich,ich
ich,ich,habe
ich,habe,angst
habe,angst,aber
angst,aber,er
aber,er,antwortete
er,antwortete,du
antwortete,du,musst
du,musst,jetzt
musst,jetzt,arbeiten
jetzt,arbeiten,du
arbeiten,du,musst
du,musst,zurück
musst,zurück,zu
zurück,zu,deiner
zu,deiner,maschine
deiner,maschine,ich
maschine,ich,warte
ich,warte,hier
warte,hier,auf
hier,auf,dich
auf,dich,komm
dich,komm,morgen
komm,morgen,abend
morgen,abend,wieder
abend,wieder,aber
wieder,aber,ich
aber,ich,konnte
ich,konnte,mich
konnte,mich,nicht
mich,nicht,beruhigen
nicht,beruhigen,ich
beruhigen,ich,erinnerte
ich,erinnerte,mich
erinnerte,mich,an
mich,an,den
an,den,fuchs
den,fuchs,es
fuchs,es,kann
es,kann,passieren
kann,passieren,dass
passieren,dass,man
dass,man,ein
man,ein,bisschen
ein,bisschen,weinen
bisschen,weinen,muss
weinen,muss,wenn
muss,wenn,man
wenn,man,sich
man,sich,hat
sich,hat,zähmen
hat,zähmen,lassen
zähmen,lassen,neben
lassen,neben,dem
neben,dem,brunnen
dem,brunnen,stand
brunnen,stand,eine
stand,eine,alte
eine,alte,steinmauer
alte,steinmauer,als
steinmauer,als,ich
als,ich,am
ich,am,abend
am,abend,darauf
abend,darauf,von
darauf,von,meiner
von,meiner,arbeit
meiner,arbeit,zurückkam
arbeit,zurückkam,sah
zurückkam,sah,ich
sah,ich,von
ich,von,weitem
von,weitem,den
weitem,den,kleinen
den,kleinen,prinzen
kleinen,prinzen,darauf
prinzen,darauf,sitzen
darauf,sitzen,seine
sitzen,seine,beine
seine,beine,baumelten
beine,baumelten,herab
baumelten,herab,und
herab,und,ich
und,ich,hörte
ich,hörte,ihn
hörte,ihn,reden
ihn,reden,du
reden,du,erinnerst
du,erinnerst,dich
erinnerst,dich,also
dich,also,nicht
also,nicht,sagte
nicht,sagte,er
sagte,er,es
er,es,ist
es,ist,nicht
ist,nicht,ganz
nicht,ganz,genau
ganz,genau,hier
genau,hier,eine
hier,eine,andere
eine,andere,stimme
andere,stimme,musste
stimme,musste,ihm
musste,ihm,geantwortet
ihm,geantwortet,haben
geantwortet,haben,denn
haben,denn,er
denn,er,erwiderte
er,erwiderte,doch
erwiderte,doch,doch
doch,doch,es
doch,es,ist
es,ist,der
ist,der,tag
der,tag,aber
tag,aber,hier
aber,hier,ist
hier,ist,nicht
ist,nicht,der
nicht,der,ort
der,ort,ich
ort,ich,ging
ich,ging,weiter
ging,weiter,auf
weiter,auf,die
auf,die,mauer
die,mauer,zu
mauer,zu,ich
zu,ich,sah
ich,sah,und
sah,und,hörte
und,hörte,noch
hörte,noch,immer
noch,immer,niemanden
immer,niemanden,trotzdem
niemanden,trotzdem,wiederholte
trotzdem,wiederholte,der
wiederholte,der,kleine
der,kleine,prinz
kleine,prinz,noch
prinz,noch,einmal
noch,einmal,natürlich
einmal,natürlich,du
natürlich,du,wirst
du,wirst,sehen
wirst,sehen,wo
sehen,wo,meine
wo,meine,spur
meine,spur,im
spur,im,sand
im,sand,beginnt
sand,beginnt,du
beginnt,du,brauchst
du,brauchst,dort
brauchst,dort,nur
dort,nur,auf
nur,auf,mich
auf,mich,zu
mich,zu,warten
zu,warten,heute
warten,heute,nacht
heute,nacht,werde
nacht,werde,ich
werde,ich,dort
ich,dort,sein
dort,sein,ich
sein,ich,war
ich,war,noch
war,noch,zwanzig
noch,zwanzig,meter
zwanzig,meter,von
meter,von,der
von,der,mauer
der,mauer,weg
mauer,weg,und
weg,und,ich
und,ich,sah
ich,sah,noch
sah,noch,immer
noch,immer,nichts
immer,nichts,nach
nichts,nach,einem
nach,einem,kurzen
einem,kurzen,schweigen
kurzen,schweigen,sagte
schweigen,sagte,der
sagte,der,kleine
der,kleine,prinz
kleine,prinz,du
prinz,du,hast
du,hast,gutes
hast,gutes,gift
gutes,gift,bist
gift,bist,du
bist,du,sicher
du,sicher,mich
sicher,mich,nicht
mich,nicht,lange
nicht,lange,leiden
lange,leiden,zu
leiden,zu,lassen
zu,lassen,ich
lassen,ich,blieb
ich,blieb,stehen
blieb,stehen,das
stehen,das,herz
das,herz,zog
herz,zog,sich
zog,sich,in
sich,in,mir
in,mir,zusammen
mir,zusammen,aber
zusammen,aber,noch
aber,noch,immer
noch,immer,verstand
immer,verstand,ich
verstand,ich,nicht
ich,nicht,verschwinde
nicht,verschwinde,jetzt
verschwinde,jetzt,sagte
jetzt,sagte,er
sagte,er,ich
er,ich,will
ich,will,hier
will,hier,wieder
hier,wieder,runter
wieder,runter,so
runter,so,senkte
so,senkte,ich
senkte,ich,selbst
ich,selbst,die
selbst,die,augen
die,augen,hinab
augen,hinab,an
hinab,an,den
an,den,fuß
den,fuß,der
fuß,der,mauer
der,mauer,und
mauer,und,sprang
und,sprang,zur
sprang,zur,seite
zur,seite,da
seite,da,war
da,war,eine
war,eine,dieser
eine,dieser,gelben
dieser,gelben,schlangen
gelben,schlangen,die
schlangen,die,euch
die,euch,in
euch,in,dreißig
in,dreißig,sekunden
dreißig,sekunden,töten
sekunden,töten,und
töten,und,sie
und,sie,reckte
sie,reckte,sich
reckte,sich,dem
sich,dem,kleinen
dem,kleinen,prinzen
kleinen,prinzen,entgegen
prinzen,entgegen,ich
entgegen,ich,wühlte
ich,wühlte,in
wühlte,in,meiner
in,meiner,tasche
meiner,tasche,nach
tasche,nach,meinem
nach,meinem,revolver
meinem,revolver,ich
revolver,ich,begann
ich,begann,zu
begann,zu,rennen
zu,rennen,aber
rennen,aber,durch
aber,durch,den
durch,den,lärm
den,lärm,den
lärm,den,ich
den,ich,machte
ich,machte,ließ
machte,ließ,sich
ließ,sich,die
sich,die,schlange
die,schlange,sanft
schlange,sanft,in
sanft,in,den
in,den,sand
den,sand,gleiten
sand,gleiten,wie
gleiten,wie,ein
wie,ein,wasserstrahl
ein,wasserstrahl,der
wasserstrahl,der,versiegt
der,versiegt,und
versiegt,und,ganz
und,ganz,ohne
ganz,ohne,eile
ohne,eile,schlüpfte
eile,schlüpfte,sie
schlüpfte,sie,zwischen
sie,zwischen,die
zwischen,die,steine
die,steine,und
steine,und,klirrte
und,klirrte,dabei
klirrte,dabei,wie
dabei,wie,metall
wie,metall,gerade
metall,gerade,rechtzeitig
gerade,rechtzeitig,schaffte
rechtzeitig,schaffte,ich
schaffte,ich,es
ich,es,zur
es,zur,mauer
zur,mauer,um
mauer,um,meinen
um,meinen,kleinen
meinen,kleinen,kerl
kleinen,kerl,von
kerl,von,einem
von,einem,prinzen
einem,prinzen,der
prinzen,der,bleich
der,bleich,wie
bleich,wie,schnee
wie,schnee,war
schnee,war,in
war,in,die
in,die,arme
die,arme,zu
arme,zu,nehmen
zu,nehmen,was
nehmen,was,ist
was,ist,das
ist,das,für
das,für,eine
für,eine,geschichte
eine,geschichte,sprichst
geschichte,sprichst,du
sprichst,du,jetzt
du,jetzt,mit
jetzt,mit,schlangen
mit,schlangen,ich
schlangen,ich,hatte
ich,hatte,ihm
hatte,ihm,seinen
ihm,seinen,goldenen
seinen,goldenen,schal
goldenen,schal,abgebunden
schal,abgebunden,ich
abgebunden,ich,habe
ich,habe,ihm
habe,ihm,wasser
ihm,wasser,an
wasser,an,die
an,die,schläfen
die,schläfen,getupft
schläfen,getupft,und
getupft,und,ihm
und,ihm,zu
ihm,zu,trinken
zu,trinken,gegeben
trinken,gegeben,und
gegeben,und,dann
und,dann,traute
dann,traute,ich
traute,ich,mich
ich,mich,nicht
mich,nicht,ihn
nicht,ihn,noch
ihn,noch,etwas
noch,etwas,zu
etwas,zu,fragen
zu,fragen,er
fragen,er,blickte
er,blickte,mich
blickte,mich,ernst
mich,ernst,an
ernst,an,und
an,und,legte
und,legte,mir
legte,mir,seine
mir,seine,arme
seine,arme,um
arme,um,den
um,den,hals
den,hals,ich
hals,ich,fühlte
ich,fühlte,wie
fühlte,wie,sein
wie,sein,herz
sein,herz,schlug
herz,schlug,wie
schlug,wie,das
wie,das,eines
das,eines,sterbenden
eines,sterbenden,vogels
sterbenden,vogels,auf
vogels,auf,den
auf,den,man
den,man,mit
man,mit,einem
mit,einem,gewehr
einem,gewehr,geschossen
gewehr,geschossen,hat
geschossen,hat,er
hat,er,sagte
er,sagte,ich
sagte,ich,bin
ich,bin,froh
bin,froh,dass
froh,dass,du
dass,du,den
du,den,fehler
den,fehler,an
fehler,an,deiner
an,deiner,maschine
deiner,maschine,finden
maschine,finden,konntest
finden,konntest,du
konntest,du,wirst
du,wirst,nach
wirst,nach,hause
nach,hause,fahren
hause,fahren,können
fahren,können,woher
können,woher,weißt
woher,weißt,du
weißt,du,das
du,das,gerade
das,gerade,wollte
gerade,wollte,ich
wollte,ich,ihm
ich,ihm,sagen
ihm,sagen,dass
sagen,dass,mir
dass,mir,die
mir,die,reparatur
die,reparatur,trotz
reparatur,trotz,aller
trotz,aller,hoffnungslosigkeit
aller,hoffnungslosigkeit,gelungen
hoffnungslosigkeit,gelungen,war
gelungen,war,er
war,er,erwiderte
er,erwiderte,nichts
erwiderte,nichts,auf
nichts,auf,meine
auf,meine,frage
meine,frage,aber
frage,aber,er
aber,er,fügte
er,fügte,hinzu
fügte,hinzu,ich
hinzu,ich,kehre
ich,kehre,heute
kehre,heute,auch
heute,auch,nach
auch,nach,hause
nach,hause,zurück
hause,zurück,und
zurück,und,dann
und,dann,melancholisch
dann,melancholisch,das
melancholisch,das,ist
das,ist,um
ist,um,einiges
um,einiges,weiter
einiges,weiter,um
weiter,um,einiges
um,einiges,schwieriger
einiges,schwieriger,ich
schwieriger,ich,fühlte
ich,fühlte,dass
fühlte,dass,etwas
dass,etwas,außergewöhnliches
etwas,außergewöhnliches,passierte
außergewöhnliches,passierte,ich
passierte,ich,hielt
ich,hielt,ihn
hielt,ihn,fest
ihn,fest,im
fest,im,arm
im,arm,wie
arm,wie,ein
wie,ein,kleines
ein,kleines,kind
kleines,kind,und
kind,und,dennoch
und,dennoch,schien
dennoch,schien,es
schien,es,mir
es,mir,als
mir,als,glitt
als,glitt,er
glitt,er,senkrecht
er,senkrecht,in
senkrecht,in,einen
in,einen,abgrund
einen,abgrund,ohne
abgrund,ohne,dass
ohne,dass,ich
dass,ich,imstande
ich,imstande,war
imstande,war,ihn
war,ihn,zurückzuhalten
ihn,zurückzuhalten,sein
zurückzuhalten,sein,ernster
sein,ernster,blick
ernster,blick,verlor
blick,verlor,sich
verlor,sich,weit
sich,weit,weg
weit,weg,ich
weg,ich,habe
ich,habe,dein
habe,dein,schaf
dein,schaf,ich
schaf,ich,habe
ich,habe,die
habe,die,kiste
die,kiste,für
kiste,für,das
für,das,schaf
das,schaf,und
schaf,und,ich
und,ich,habe
ich,habe,den
habe,den,maulkorb
den,maulkorb,und
maulkorb,und,er
und,er,lächelte
er,lächelte,melancholisch
lächelte,melancholisch,ich
melancholisch,ich,wartete
ich,wartete,lange
wartete,lange,ich
lange,ich,fühlte
ich,fühlte,wie
fühlte,wie,er
wie,er,immer
er,immer,wärmer
immer,wärmer,wurde
wärmer,wurde,kleiner
wurde,kleiner,mann
kleiner,mann,du
mann,du,hattest
du,hattest,angst
hattest,angst,er
angst,er,hatte
er,hatte,angst
hatte,angst,ganz
angst,ganz,sicher
ganz,sicher,aber
sicher,aber,er
aber,er,lächelte
er,lächelte,sanftmütig
lächelte,sanftmütig,heute
sanftmütig,heute,abend
heute,abend,werde
abend,werde,ich
werde,ich,erst
ich,erst,richtig
erst,richtig,angst
richtig,angst,haben
angst,haben,wieder
haben,wieder,erstarrte
wieder,erstarrte,ich
erstarrte,ich,war
ich,war,gelähmt
war,gelähmt,durch
gelähmt,durch,das
durch,das,gefühl
das,gefühl,von
gefühl,von,etwas
von,etwas,unwiderruflichem
etwas,unwiderruflichem,und
unwiderruflichem,und,ich
und,ich,verstand
ich,verstand,dass
verstand,dass,ich
dass,ich,die
ich,die,vorstellung
die,vorstellung,nicht
vorstellung,nicht,ertrug
nicht,ertrug,nie
ertrug,nie,wieder
nie,wieder,dieses
wieder,dieses,lachen
dieses,lachen,zu
lachen,zu,hören
zu,hören,es
hören,es,war
es,war,für
war,für,mich
für,mich,wie
mich,wie,ein
wie,ein,brunnen
ein,brunnen,in
brunnen,in,der
in,der,wüste
der,wüste,kleiner
wüste,kleiner,kerl
kleiner,kerl,ich
kerl,ich,will
ich,will,dich
will,dich,noch
dich,noch,lachen
noch,lachen,hören
lachen,hören,aber
hören,aber,er
aber,er,sagte
er,sagte,in
sagte,in,dieser
in,dieser,nacht
dieser,nacht,wird
nacht,wird,es
wird,es,ein
es,ein,jahr
ein,jahr,her
jahr,her,sein
her,sein,mein
sein,mein,stern
mein,stern,wird
stern,wird,sich
wird,sich,genau
sich,genau,über
genau,über,der
über,der,stelle
der,stelle,befinden
stelle,befinden,an
befinden,an,der
an,der,ich
der,ich,im
ich,im,letzten
im,letzten,jahr
letzten,jahr,heruntergefallen
jahr,heruntergefallen,bin
heruntergefallen,bin,kleiner
bin,kleiner,kerl
kleiner,kerl,ist
kerl,ist,diese
ist,diese,geschichte
diese,geschichte,von
geschichte,von,der
von,der,schlange
der,schlange,und
schlange,und,der
und,der,verabredung
der,verabredung,mit
verabredung,mit,dem
mit,dem,stern
dem,stern,nicht
stern,nicht,nur
nicht,nur,ein
nur,ein,böser
ein,böser,traum
böser,traum,aber
traum,aber,er
aber,er,antwortete
er,antwortete,nicht
antwortete,nicht,auf
nicht,auf,meine
auf,meine,frage
meine,frage,er
frage,er,sagte
er,sagte,das
sagte,das,was
das,was,zählt
was,zählt,sieht
zählt,sieht,man
sieht,man,nicht
man,nicht,natürlich
nicht,natürlich,es
natürlich,es,ist
es,ist,so
ist,so,wie
so,wie,mit
wie,mit,der
mit,der,blume
der,blume,wenn
blume,wenn,du
wenn,du,eine
du,eine,blume
eine,blume,liebst
blume,liebst,die
liebst,die,auf
die,auf,einem
auf,einem,stern
einem,stern,wächst
stern,wächst,ist
wächst,ist,es
ist,es,schön
es,schön,nachts
schön,nachts,in
nachts,in,den
in,den,himmel
den,himmel,zu
himmel,zu,schauen
zu,schauen,auf
schauen,auf,allen
auf,allen,sternen
allen,sternen,wachsen
sternen,wachsen,blumen
wachsen,blumen,natürlich
blumen,natürlich,es
natürlich,es,ist
es,ist,so
ist,so,wie
so,wie,mit
wie,mit,dem
mit,dem,wasser
dem,wasser,was
wasser,was,du
was,du,mir
du,mir,zu
mir,zu,trinken
zu,trinken,gabst
trinken,gabst,war
gabst,war,wie
war,wie,musik
wie,musik,wegen
musik,wegen,der
wegen,der,rolle
der,rolle,und
rolle,und,des
und,des,seils
des,seils,erinnerst
seils,erinnerst,du
erinnerst,du,dich
du,dich,es
dich,es,war
es,war,köstlich
war,köstlich,natürlich
köstlich,natürlich,du
natürlich,du,wirst
du,wirst,nachts
wirst,nachts,die
nachts,die,sterne
die,sterne,beobachten
sterne,beobachten,mein
beobachten,mein,stern
mein,stern,ist
stern,ist,so
ist,so,klein
so,klein,dass
klein,dass,ich
dass,ich,dir
ich,dir,nicht
dir,nicht,zeigen
nicht,zeigen,kann
zeigen,kann,wo
kann,wo,genau
wo,genau,er
genau,er,sich
er,sich,befindet
sich,befindet,es
befindet,es,ist
es,ist,besser
ist,besser,so
besser,so,mein
so,mein,stern
mein,stern,wird
stern,wird,einer
wird,einer,der
einer,der,sterne
der,sterne,für
sterne,für,dich
für,dich,sein
dich,sein,so
sein,so,wirst
so,wirst,du
wirst,du,alle
du,alle,sterne
alle,sterne,gerne
sterne,gerne,anschauen
gerne,anschauen,sie
anschauen,sie,alle
sie,alle,werden
alle,werden,deine
werden,deine,freunde
deine,freunde,sein
freunde,sein,dann
sein,dann,werde
dann,werde,ich
werde,ich,dir
ich,dir,ein
dir,ein,geschenk
ein,geschenk,machen
geschenk,machen,wieder
machen,wieder,lachte
wieder,lachte,er
lachte,er,ach
er,ach,kleiner
ach,kleiner,kerl
kleiner,kerl,kleiner
kerl,kleiner,kerl
kleiner,kerl,ich
kerl,ich,liebe
ich,liebe,dieses
liebe,dieses,lachen
dieses,lachen,genau
lachen,genau,das
genau,das,wird
das,wird,mein
wird,mein,geschenk
mein,geschenk,sein
geschenk,sein,es
sein,es,wird
es,wird,so
wird,so,sein
so,sein,wie
sein,wie,mit
wie,mit,dem
mit,dem,wasser
dem,wasser,was
wasser,was,meinst
was,meinst,du
meinst,du,die
du,die,menschen
die,menschen,haben
menschen,haben,nicht
haben,nicht,die
nicht,die,gleichen
die,gleichen,sterne
gleichen,sterne,den
sterne,den,einen
den,einen,die
einen,die,reisen
die,reisen,dienen
reisen,dienen,die
dienen,die,sterne
die,sterne,als
sterne,als,geleit
als,geleit,für
geleit,für,andere
für,andere,sind
andere,sind,es
sind,es,nur
es,nur,kleine
nur,kleine,lichtpunkte
kleine,lichtpunkte,für
lichtpunkte,für,wieder
für,wieder,andere
wieder,andere,für
andere,für,die
für,die,gelehrten
die,gelehrten,stellen
gelehrten,stellen,sie
stellen,sie,probleme
sie,probleme,dar
probleme,dar,für
dar,für,meinen
für,meinen,geschäftsmann
meinen,geschäftsmann,waren
geschäftsmann,waren,sie
waren,sie,gold
sie,gold,aber
gold,aber,alle
aber,alle,diese
alle,diese,sterne
diese,sterne,schweigen
sterne,schweigen,du
schweigen,du,wirst
du,wirst,sterne
wirst,sterne,haben
sterne,haben,wie
haben,wie,keiner
wie,keiner,sie
keiner,sie,hat
sie,hat,was
hat,was,willst
was,willst,du
willst,du,sagen
du,sagen,wenn
sagen,wenn,du
wenn,du,nachts
du,nachts,in
nachts,in,den
in,den,himmel
den,himmel,schaust
himmel,schaust,wird
schaust,wird,es
wird,es,für
es,für,dich
für,dich,sein
dich,sein,als
sein,als,lachten
als,lachten,alle
lachten,alle,sterne
alle,sterne,weil
sterne,weil,ich
weil,ich,auf
ich,auf,einem
auf,einem,von
einem,von,ihnen
von,ihnen,wohnen
ihnen,wohnen,werde
wohnen,werde,weil
werde,weil,ich
weil,ich,auf
ich,auf,einem
auf,einem,von
einem,von,ihnen
von,ihnen,lachen
ihnen,lachen,werde
lachen,werde,du
werde,du,wirst
du,wirst,sterne
wirst,sterne,haben
sterne,haben,die
haben,die,lachen
die,lachen,können
lachen,können,und
können,und,wieder
und,wieder,lachte
wieder,lachte,er
lachte,er,und
er,und,wenn
und,wenn,du
wenn,du,trost
du,trost,gefunden
trost,gefunden,hast
gefunden,hast,denn
hast,denn,man
denn,man,findet
man,findet,immer
findet,immer,trost
immer,trost,wirst
trost,wirst,du
wirst,du,glücklich
du,glücklich,sein
glücklich,sein,mich
sein,mich,gekannt
mich,gekannt,zu
gekannt,zu,haben
zu,haben,du
haben,du,wirst
du,wirst,immer
wirst,immer,mein
immer,mein,freund
mein,freund,sein
freund,sein,du
sein,du,wirst
du,wirst,lust
wirst,lust,haben
lust,haben,mit
haben,mit,mir
mit,mir,zu
mir,zu,lachen
zu,lachen,und
lachen,und,du
und,du,wirst
du,wirst,manchmal
wirst,manchmal,dein
manchmal,dein,fenster
dein,fenster,öffnen
fenster,öffnen,einfach
öffnen,einfach,so
einfach,so,aus
so,aus,freude
aus,freude,und
freude,und,deine
und,deine,freunde
deine,freunde,werden
freunde,werden,erstaunt
werden,erstaunt,sein
erstaunt,sein,weil
sein,weil,sie
weil,sie,dich
sie,dich,lachen
dich,lachen,sehen
lachen,sehen,wenn
sehen,wenn,du
wenn,du,zum
du,zum,himmel
zum,himmel,schaust
himmel,schaust,und
schaust,und,du
und,du,wirst
du,wirst,ihnen
wirst,ihnen,sagen
ihnen,sagen,ja
sagen,ja,beim
ja,beim,anblick
beim,anblick,der
anblick,der,sterne
der,sterne,muss
sterne,muss,ich
muss,ich,immer
ich,immer,lachen
immer,lachen,und
lachen,und,sie
und,sie,werden
sie,werden,dich
werden,dich,für
dich,für,verrückt
für,verrückt,halten
verrückt,halten,damit
halten,damit,werde
damit,werde,ich
werde,ich,dir
ich,dir,einen
dir,einen,gemeinen
einen,gemeinen,streich
gemeinen,streich,gespielt
streich,gespielt,haben
gespielt,haben,er
haben,er,lachte
er,lachte,wieder
lachte,wieder,es
wieder,es,wird
es,wird,sein
wird,sein,als
sein,als,hätte
als,hätte,ich
hätte,ich,dir
ich,dir,statt
dir,statt,der
statt,der,sterne
der,sterne,einen
sterne,einen,haufen
einen,haufen,glöckchen
haufen,glöckchen,geschenkt
glöckchen,geschenkt,die
geschenkt,die,lachen
die,lachen,können
lachen,können,wieder
können,wieder,lachte
wieder,lachte,er
lachte,er,dann
er,dann,aber
dann,aber,wurde
aber,wurde,er
wurde,er,ernst
er,ernst,heute
ernst,heute,nacht
heute,nacht,weißt
nacht,weißt,du
weißt,du,komm
du,komm,nicht
komm,nicht,ich
nicht,ich,werde
ich,werde,dich
werde,dich,nicht
dich,nicht,verlassen
nicht,verlassen,es
verlassen,es,wird
es,wird,so
wird,so,aussehen
so,aussehen,als
aussehen,als,hätte
als,hätte,ich
hätte,ich,schmerzen
ich,schmerzen,es
schmerzen,es,wird
es,wird,ein
wird,ein,bisschen
ein,bisschen,so
bisschen,so,aussehen
so,aussehen,als
aussehen,als,müsste
als,müsste,ich
müsste,ich,sterben
ich,sterben,so
sterben,so,ist
so,ist,das
ist,das,komm
das,komm,dir
komm,dir,das
dir,das,nicht
das,nicht,anschauen
nicht,anschauen,das
anschauen,das,ist
das,ist,nicht
ist,nicht,nötig
nicht,nötig,ich
nötig,ich,werde
ich,werde,dich
werde,dich,nicht
dich,nicht,verlassen
nicht,verlassen,aber
verlassen,aber,er
aber,er,war
er,war,besorgt
war,besorgt,ich
besorgt,ich,sage
ich,sage,dir
sage,dir,das
dir,das,auch
das,auch,wegen
auch,wegen,der
wegen,der,schlange
der,schlange,sie
schlange,sie,soll
sie,soll,dich
soll,dich,nicht
dich,nicht,beißen
nicht,beißen,schlangen
beißen,schlangen,sind
schlangen,sind,bösartig
sind,bösartig,die
bösartig,die,beißen
die,beißen,auch
beißen,auch,zum
auch,zum,spaß
zum,spaß,ich
spaß,ich,werde
ich,werde,dich
werde,dich,nicht
dich,nicht,verlassen
nicht,verlassen,etwas
verlassen,etwas,beruhigte
etwas,beruhigte,ihn
beruhigte,ihn,sie
ihn,sie,haben
sie,haben,nicht
haben,nicht,ausreichend
nicht,ausreichend,gift
ausreichend,gift,für
gift,für,einen
für,einen,zweiten
einen,zweiten,biss
zweiten,biss,in
biss,in,dieser
in,dieser,nacht
dieser,nacht,habe
nacht,habe,ich
habe,ich,nicht
