first,second,third,fourth
reckte,sich,dem,kleinen
sich,dem,kleinen,prinzen
dem,kleinen,prinzen,entgegen
kleinen,prinzen,entgegen,ich
prinzen,entgegen,ich,wühlte
entgegen,ich,wühlte,in
ich,wühlte,in,meiner
wühlte,in,meiner,tasche
in,meiner,tasche,nach
meiner,tasche,nach,meinem
tasche,nach,meinem,revolver
nach,meinem,revolver,ich
meinem,revolver,ich,begann
revolver,ich,begann,zu
ich,begann,zu,rennen
begann,zu,rennen,aber
zu,rennen,aber,durch
rennen,aber,durch,den
aber,durch,den,lärm
durch,den,lärm,den
den,lärm,den,ich
lärm,den,ich,machte
den,ich,machte,ließ
ich,machte,ließ,sich
machte,ließ,sich,die
ließ,sich,die,schlange
sich,die,schlange,sanft
die,schlange,sanft,in
schlange,sanft,in,den
sanft,in,den,sand
in,den,sand,gleiten
den,sand,gleiten,wie
sand,gleiten,wie,ein
gleiten,wie,ein,wasserstrahl
wie,ein,wasserstrahl,der
ein,wasserstrahl,der,versiegt
wasserstrahl,der,versiegt,und
der,versiegt,und,ganz
versiegt,und,ganz,ohne
und,ganz,ohne,eile
ganz,ohne,eile,schlüpfte
ohne,eile,schlüpfte,sie
eile,schlüpfte,sie,zwischen
schlüpfte,sie,zwischen,die
sie,zwischen,die,steine
zwischen,die,steine,und
die,steine,und,klirrte
steine,und,klirrte,dabei
und,klirrte,dabei,wie
klirrte,dabei,wie,metall
dabei,wie,metall,gerade
wie,metall,gerade,rechtzeitig
metall,gerade,rechtzeitig,schaffte
gerade,rechtzeitig,schaffte,ich
rechtzeitig,schaffte,ich,es
schaffte,ich,es,zur
ich,es,zur,mauer
es,zur,mauer,um
zur,mauer,um,meinen
mauer,um,meinen,kleinen
um,meinen,kleinen,kerl
meinen,kleinen,kerl,von
kleinen,kerl,von,einem
kerl,von,einem,prinzen
von,einem,prinzen,der
einem,prinzen,der,bleich
prinzen,der,bleich,wie
der,bleich,wie,schnee
bleich,wie,schnee,war
wie,schnee,war,in
schnee,war,in,die
war,in,die,arme
in,die,arme,zu
die,arme,zu,nehmen
arme,zu,nehmen,was
zu,nehmen,was,ist
nehmen,was,ist,das
was,ist,das,für
ist,das,für,eine
das,für,eine,geschichte
für,eine,geschichte,sprichst
eine,geschichte,sprichst,du
geschichte,sprichst,du,jetzt
sprichst,du,jetzt,mit
du,jetzt,mit,schlangen
jetzt,mit,schlangen,ich
mit,schlangen,ich,hatte
schlangen,ich,hatte,ihm
ich,hatte,ihm,seinen
hatte,ihm,seinen,goldenen
ihm,seinen,goldenen,schal
seinen,goldenen,schal,abgebunden
goldenen,schal,abgebunden,ich
schal,abgebunden,ich,habe
abgebunden,ich,habe,ihm
ich,habe,ihm,wasser
habe,ihm,wasser,an
ihm,wasser,an,die
wasser,an,die,schläfen
an,die,schläfen,getupft
die,schläfen,getupft,und
schläfen,getupft,und,ihm
getupft,und,ihm,zu
und,ihm,zu,trinken
ihm,zu,trinken,gegeben
zu,trinken,gegeben,und
trinken,gegeben,und,dann
gegeben,und,dann,traute
und,dann,traute,ich
dann,traute,ich,mich
traute,ich,mich,nicht
ich,mich,nicht,ihn
mich,nicht,ihn,noch
nicht,ihn,noch,etwas
ihn,noch,etwas,zu
noch,etwas,zu,fragen
etwas,zu,fragen,er
zu,fragen,er,blickte
fragen,er,blickte,mich
er,blickte,mich,ernst
blickte,mich,ernst,an
mich,ernst,an,und
ernst,an,und,legte
an,und,legte,mir
und,legte,mir,seine
legte,mir,seine,arme
mir,seine,arme,um
seine,arme,um,den
arme,um,den,hals
um,den,hals,ich
den,hals,ich,fühlte
hals,ich,fühlte,wie
ich,fühlte,wie,sein
fühlte,wie,sein,herz
wie,sein,herz,schlug
sein,herz,schlug,wie
herz,schlug,wie,das
schlug,wie,das,eines
wie,das,eines,sterbenden
das,eines,sterbenden,vogels
eines,sterbenden,vogels,auf
sterbenden,vogels,auf,den
vogels,auf,den,man
auf,den,man,mit
den,man,mit,einem
man,mit,einem,gewehr
mit,einem,gewehr,geschossen
einem,gewehr,geschossen,hat
gewehr,geschossen,hat,er
geschossen,hat,er,sagte
hat,er,sagte,ich
er,sagte,ich,bin
sagte,ich,bin,froh
ich,bin,froh,dass
bin,froh,dass,du
froh,dass,du,den
dass,du,den,fehler
du,den,fehler,an
den,fehler,an,deiner
fehler,an,deiner,maschine
an,deiner,maschine,finden
deiner,maschine,finden,konntest
maschine,finden,konntest,du
finden,konntest,du,wirst
konntest,du,wirst,nach
du,wirst,nach,hause
wirst,nach,hause,fahren
nach,hause,fahren,können
hause,fahren,können,woher
fahren,können,woher,weißt
können,woher,weißt,du
woher,weißt,du,das
weißt,du,das,gerade
du,das,gerade,wollte
das,gerade,wollte,ich
gerade,wollte,ich,ihm
wollte,ich,ihm,sagen
ich,ihm,sagen,dass
ihm,sagen,dass,mir
sagen,dass,mir,die
dass,mir,die,reparatur
mir,die,reparatur,trotz
die,reparatur,trotz,aller
reparatur,trotz,aller,hoffnungslosigkeit
trotz,aller,hoffnungslosigkeit,gelungen
aller,hoffnungslosigkeit,gelungen,war
hoffnungslosigkeit,gelungen,war,er
gelungen,war,er,erwiderte
war,er,erwiderte,nichts
er,erwiderte,nichts,auf
erwiderte,nichts,auf,meine
nichts,auf,meine,frage
auf,meine,frage,aber
meine,frage,aber,er
frage,aber,er,fügte
aber,er,fügte,hinzu
er,fügte,hinzu,ich
fügte,hinzu,ich,kehre
hinzu,ich,kehre,heute
ich,kehre,heute,auch
kehre,heute,auch,nach
heute,auch,nach,hause
auch,nach,hause,zurück
nach,hause,zurück,und
hause,zurück,und,dann
zurück,und,dann,melancholisch
und,dann,melancholisch,das
dann,melancholisch,das,ist
melancholisch,das,ist,um
das,ist,um,einiges
ist,um,einiges,weiter
um,einiges,weiter,um
einiges,weiter,um,einiges
weiter,um,einiges,schwieriger
um,einiges,schwieriger,ich
einiges,schwieriger,ich,fühlte
schwieriger,ich,fühlte,dass
ich,fühlte,dass,etwas
fühlte,dass,etwas,außergewöhnliches
dass,etwas,außergewöhnliches,passierte
etwas,außergewöhnliches,passierte,ich
außergewöhnliches,passierte,ich,hielt
passierte,ich,hielt,ihn
ich,hielt,ihn,fest
hielt,ihn,fest,im
ihn,fest,im,arm
fest,im,arm,wie
im,arm,wie,ein
arm,wie,ein,kleines
wie,ein,kleines,kind
ein,kleines,kind,und
kleines,kind,und,dennoch
kind,und,dennoch,schien
und,dennoch,schien,es
dennoch,schien,es,mir
schien,es,mir,als
es,mir,als,glitt
mir,als,glitt,er
als,glitt,er,senkrecht
glitt,er,senkrecht,in
er,senkrecht,in,einen
senkrecht,in,einen,abgrund
in,einen,abgrund,ohne
einen,abgrund,ohne,dass
abgrund,ohne,dass,ich
ohne,dass,ich,imstande
dass,ich,imstande,war
ich,imstande,war,ihn
imstande,war,ihn,zurückzuhalten
war,ihn,zurückzuhalten,sein
ihn,zurückzuhalten,sein,ernster
zurückzuhalten,sein,ernster,blick
sein,ernster,blick,verlor
ernster,blick,verlor,sich
blick,verlor,sich,weit
verlor,sich,weit,weg
sich,weit,weg,ich
weit,weg,ich,habe
weg,ich,habe,dein
ich,habe,dein,schaf
habe,dein,schaf,ich
dein,schaf,ich,habe
schaf,ich,habe,die
ich,habe,die,kiste
habe,die,kiste,für
die,kiste,für,das
kiste,für,das,schaf
für,das,schaf,und
das,schaf,und,ich
schaf,und,ich,habe
und,ich,habe,den
ich,habe,den,maulkorb
habe,den,maulkorb,und
den,maulkorb,und,er
maulkorb,und,er,lächelte
und,er,lächelte,melancholisch
er,lächelte,melancholisch,ich
lächelte,melancholisch,ich,wartete
melancholisch,ich,wartete,lange
ich,wartete,lange,ich
wartete,lange,ich,fühlte
lange,ich,fühlte,wie
ich,fühlte,wie,er
fühlte,wie,er,immer
wie,er,immer,wärmer
er,immer,wärmer,wurde
immer,wärmer,wurde,kleiner
wärmer,wurde,kleiner,mann
wurde,kleiner,mann,du
kleiner,mann,du,hattest
mann,du,hattest,angst
du,hattest,angst,er
hattest,angst,er,hatte
angst,er,hatte,angst
er,hatte,angst,ganz
hatte,angst,ganz,sicher
angst,ganz,sicher,aber
ganz,sicher,aber,er
sicher,aber,er,lächelte
aber,er,lächelte,sanftmütig
er,lächelte,sanftmütig,heute
lächelte,sanftmütig,heute,abend
sanftmütig,heute,abend,werde
heute,abend,werde,ich
abend,werde,ich,erst
werde,ich,erst,richtig
ich,erst,richtig,angst
erst,richtig,angst,haben
richtig,angst,haben,wieder
angst,haben,wieder,erstarrte
haben,wieder,erstarrte,ich
wieder,erstarrte,ich,war
erstarrte,ich,war,gelähmt
ich,war,gelähmt,durch
war,gelähmt,durch,das
gelähmt,durch,das,gefühl
durch,das,gefühl,von
das,gefühl,von,etwas
gefühl,von,etwas,unwiderruflichem
von,etwas,unwiderruflichem,und
etwas,unwiderruflichem,und,ich
unwiderruflichem,und,ich,verstand
und,ich,verstand,dass
ich,verstand,dass,ich
verstand,dass,ich,die
dass,ich,die,vorstellung
ich,die,vorstellung,nicht
die,vorstellung,nicht,ertrug
vorstellung,nicht,ertrug,nie
nicht,ertrug,nie,wieder
ertrug,nie,wieder,dieses
nie,wieder,dieses,lachen
wieder,dieses,lachen,zu
dieses,lachen,zu,hören
lachen,zu,hören,es
zu,hören,es,war
hören,es,war,für
es,war,für,mich
war,für,mich,wie
für,mich,wie,ein
mich,wie,ein,brunnen
wie,ein,brunnen,in
ein,brunnen,in,der
brunnen,in,der,wüste
in,der,wüste,kleiner
der,wüste,kleiner,kerl
wüste,kleiner,kerl,ich
kleiner,kerl,ich,will
kerl,ich,will,dich
ich,will,dich,noch
will,dich,noch,lachen
dich,noch,lachen,hören
noch,lachen,hören,aber
lachen,hören,aber,er
hören,aber,er,sagte
aber,er,sagte,in
er,sagte,in,dieser
sagte,in,dieser,nacht
in,dieser,nacht,wird
dieser,nacht,wird,es
nacht,wird,es,ein
wird,es,ein,jahr
es,ein,jahr,her
ein,jahr,her,sein
jahr,her,sein,mein
her,sein,mein,stern
sein,mein,stern,wird
mein,stern,wird,sich
stern,wird,sich,genau
wird,sich,genau,über
sich,genau,über,der
genau,über,der,stelle
über,der,stelle,befinden
der,stelle,befinden,an
stelle,befinden,an,der
befinden,an,der,ich
an,der,ich,im
der,ich,im,letzten
ich,im,letzten,jahr
im,letzten,jahr,heruntergefallen
letzten,jahr,heruntergefallen,bin
jahr,heruntergefallen,bin,kleiner
heruntergefallen,bin,kleiner,kerl
bin,kleiner,kerl,ist
kleiner,kerl,ist,diese
kerl,ist,diese,geschichte
ist,diese,geschichte,von
diese,geschichte,von,der
geschichte,von,der,schlange
von,der,schlange,und
der,schlange,und,der
schlange,und,der,verabredung
und,der,verabredung,mit
der,verabredung,mit,dem
verabredung,mit,dem,stern
mit,dem,stern,nicht
dem,stern,nicht,nur
stern,nicht,nur,ein
nicht,nur,ein,böser
nur,ein,böser,traum
ein,böser,traum,aber
böser,traum,aber,er
traum,aber,er,antwortete
aber,er,antwortete,nicht
er,antwortete,nicht,auf
antwortete,nicht,auf,meine
nicht,auf,meine,frage
auf,meine,frage,er
meine,frage,er,sagte
frage,er,sagte,das
er,sagte,das,was
sagte,das,was,zählt
das,was,zählt,sieht
was,zählt,sieht,man
zählt,sieht,man,nicht
sieht,man,nicht,natürlich
man,nicht,natürlich,es
nicht,natürlich,es,ist
natürlich,es,ist,so
es,ist,so,wie
ist,so,wie,mit
so,wie,mit,der
wie,mit,der,blume
mit,der,blume,wenn
der,blume,wenn,du
blume,wenn,du,eine
wenn,du,eine,blume
du,eine,blume,liebst
eine,blume,liebst,die
blume,liebst,die,auf
liebst,die,auf,einem
die,auf,einem,stern
auf,einem,stern,wächst
einem,stern,wächst,ist
stern,wächst,ist,es
wächst,ist,es,schön
ist,es,schön,nachts
es,schön,nachts,in
schön,nachts,in,den
nachts,in,den,himmel
in,den,himmel,zu
den,himmel,zu,schauen
himmel,zu,schauen,auf
zu,schauen,auf,allen
schauen,auf,allen,sternen
auf,allen,sternen,wachsen
allen,sternen,wachsen,blumen
sternen,wachsen,blumen,natürlich
wachsen,blumen,natürlich,es
blumen,natürlich,es,ist
natürlich,es,ist,so
es,ist,so,wie
ist,so,wie,mit
so,wie,mit,dem
wie,mit,dem,wasser
mit,dem,wasser,was
dem,wasser,was,du
wasser,was,du,mir
was,du,mir,zu
du,mir,zu,trinken
mir,zu,trinken,gabst
zu,trinken,gabst,war
trinken,gabst,war,wie
gabst,war,wie,musik
war,wie,musik,wegen
wie,musik,wegen,der
musik,wegen,der,rolle
wegen,der,rolle,und
der,rolle,und,des
rolle,und,des,seils
und,des,seils,erinnerst
des,seils,erinnerst,du
seils,erinnerst,du,dich
erinnerst,du,dich,es
du,dich,es,war
dich,es,war,köstlich
es,war,köstlich,natürlich
war,köstlich,natürlich,du
köstlich,natürlich,du,wirst
natürlich,du,wirst,nachts
du,wirst,nachts,die
wirst,nachts,die,sterne
nachts,die,sterne,beobachten
die,sterne,beobachten,mein
sterne,beobachten,mein,stern
beobachten,mein,stern,ist
mein,stern,ist,so
stern,ist,so,klein
ist,so,klein,dass
so,klein,dass,ich
klein,dass,ich,dir
dass,ich,dir,nicht
ich,dir,nicht,zeigen
dir,nicht,zeigen,kann
nicht,zeigen,kann,wo
zeigen,kann,wo,genau
kann,wo,genau,er
wo,genau,er,sich
genau,er,sich,befindet
er,sich,befindet,es
sich,befindet,es,ist
befindet,es,ist,besser
es,ist,besser,so
ist,besser,so,mein
besser,so,mein,stern
so,mein,stern,wird
mein,stern,wird,einer
stern,wird,einer,der
wird,einer,der,sterne
einer,der,sterne,für
der,sterne,für,dich
sterne,für,dich,sein
für,dich,sein,so
dich,sein,so,wirst
sein,so,wirst,du
so,wirst,du,alle
wirst,du,alle,sterne
du,alle,sterne,gerne
alle,sterne,gerne,anschauen
sterne,gerne,anschauen,sie
gerne,anschauen,sie,alle
anschauen,sie,alle,werden
sie,alle,werden,deine
alle,werden,deine,freunde
werden,deine,freunde,sein
deine,freunde,sein,dann
freunde,sein,dann,werde
sein,dann,werde,ich
dann,werde,ich,dir
werde,ich,dir,ein
ich,dir,ein,geschenk
dir,ein,geschenk,machen
ein,geschenk,machen,wieder
geschenk,machen,wieder,lachte
machen,wieder,lachte,er
wieder,lachte,er,ach
lachte,er,ach,kleiner
er,ach,kleiner,kerl
ach,kleiner,kerl,kleiner
kleiner,kerl,kleiner,kerl
kerl,kleiner,kerl,ich
kleiner,kerl,ich,liebe
kerl,ich,liebe,dieses
ich,liebe,dieses,lachen
liebe,dieses,lachen,genau
dieses,lachen,genau,das
lachen,genau,das,wird
genau,das,wird,mein
das,wird,mein,geschenk
wird,mein,geschenk,sein
mein,geschenk,sein,es
geschenk,sein,es,wird
sein,es,wird,so
es,wird,so,sein
wird,so,sein,wie
so,sein,wie,mit
sein,wie,mit,dem
wie,mit,dem,wasser
mit,dem,wasser,was
dem,wasser,was,meinst
wasser,was,meinst,du
was,meinst,du,die
meinst,du,die,menschen
du,die,menschen,haben
die,menschen,haben,nicht
menschen,haben,nicht,die
haben,nicht,die,gleichen
nicht,die,gleichen,sterne
die,gleichen,sterne,den
gleichen,sterne,den,einen
sterne,den,einen,die
den,einen,die,reisen
einen,die,reisen,dienen
die,reisen,dienen,die
reisen,dienen,die,sterne
dienen,die,sterne,als
die,sterne,als,geleit
sterne,als,geleit,für
als,geleit,für,andere
geleit,für,andere,sind
für,andere,sind,es
andere,sind,es,nur
sind,es,nur,kleine
es,nur,kleine,lichtpunkte
nur,kleine,lichtpunkte,für
kleine,lichtpunkte,für,wieder
lichtpunkte,für,wieder,andere
für,wieder,andere,für
wieder,andere,für,die
andere,für,die,gelehrten
für,die,gelehrten,stellen
die,gelehrten,stellen,sie
gelehrten,stellen,sie,probleme
stellen,sie,probleme,dar
sie,probleme,dar,für
probleme,dar,für,meinen
dar,für,meinen,geschäftsmann
für,meinen,geschäftsmann,waren
meinen,geschäftsmann,waren,sie
geschäftsmann,waren,sie,gold
waren,sie,gold,aber
sie,gold,aber,alle
gold,aber,alle,diese
aber,alle,diese,sterne
alle,diese,sterne,schweigen
diese,sterne,schweigen,du
sterne,schweigen,du,wirst
schweigen,du,wirst,sterne
du,wirst,sterne,haben
wirst,sterne,haben,wie
sterne,haben,wie,keiner
haben,wie,keiner,sie
wie,keiner,sie,hat
keiner,sie,hat,was
sie,hat,was,willst
hat,was,willst,du
was,willst,du,sagen
willst,du,sagen,wenn
du,sagen,wenn,du
sagen,wenn,du,nachts
wenn,du,nachts,in
du,nachts,in,den
nachts,in,den,himmel
in,den,himmel,schaust
den,himmel,schaust,wird
himmel,schaust,wird,es
schaust,wird,es,für
wird,es,für,dich
es,für,dich,sein
für,dich,sein,als
dich,sein,als,lachten
sein,als,lachten,alle
als,lachten,alle,sterne
lachten,alle,sterne,weil
alle,sterne,weil,ich
sterne,weil,ich,auf
weil,ich,auf,einem
ich,auf,einem,von
auf,einem,von,ihnen
einem,von,ihnen,wohnen
von,ihnen,wohnen,werde
ihnen,wohnen,werde,weil
wohnen,werde,weil,ich
werde,weil,ich,auf
weil,ich,auf,einem
ich,auf,einem,von
auf,einem,von,ihnen
einem,von,ihnen,lachen
von,ihnen,lachen,werde
ihnen,lachen,werde,du
lachen,werde,du,wirst
werde,du,wirst,sterne
du,wirst,sterne,haben
wirst,sterne,haben,die
sterne,haben,die,lachen
haben,die,lachen,können
die,lachen,können,und
lachen,können,und,wieder
können,und,wieder,lachte
und,wieder,lachte,er
wieder,lachte,er,und
lachte,er,und,wenn
er,und,wenn,du
und,wenn,du,trost
wenn,du,trost,gefunden
du,trost,gefunden,hast
trost,gefunden,hast,denn
gefunden,hast,denn,man
hast,denn,man,findet
denn,man,findet,immer
man,findet,immer,trost
findet,immer,trost,wirst
immer,trost,wirst,du
trost,wirst,du,glücklich
wirst,du,glücklich,sein
du,glücklich,sein,mich
glücklich,sein,mich,gekannt
sein,mich,gekannt,zu
mich,gekannt,zu,haben
gekannt,zu,haben,du
zu,haben,du,wirst
haben,du,wirst,immer
du,wirst,immer,mein
wirst,immer,mein,freund
immer,mein,freund,sein
mein,freund,sein,du
freund,sein,du,wirst
sein,du,wirst,lust
du,wirst,lust,haben
wirst,lust,haben,mit
lust,haben,mit,mir
haben,mit,mir,zu
mit,mir,zu,lachen
mir,zu,lachen,und
zu,lachen,und,du
lachen,und,du,wirst
und,du,wirst,manchmal
du,wirst,manchmal,dein
wirst,manchmal,dein,fenster
manchmal,dein,fenster,öffnen
dein,fenster,öffnen,einfach
fenster,öffnen,einfach,so
öffnen,einfach,so,aus
einfach,so,aus,freude
so,aus,freude,und
aus,freude,und,deine
freude,und,deine,freunde
und,deine,freunde,werden
deine,freunde,werden,erstaunt
freunde,werden,erstaunt,sein
werden,erstaunt,sein,weil
erstaunt,sein,weil,sie
sein,weil,sie,dich
weil,sie,dich,lachen
sie,dich,lachen,sehen
dich,lachen,sehen,wenn
lachen,sehen,wenn,du
sehen,wenn,du,zum
wenn,du,zum,himmel
du,zum,himmel,schaust
zum,himmel,schaust,und
himmel,schaust,und,du
schaust,und,du,wirst
und,du,wirst,ihnen
du,wirst,ihnen,sagen
wirst,ihnen,sagen,ja
ihnen,sagen,ja,beim
sagen,ja,beim,anblick
ja,beim,anblick,der
beim,anblick,der,sterne
anblick,der,sterne,muss
der,sterne,muss,ich
sterne,muss,ich,immer
muss,ich,immer,lachen
ich,immer,lachen,und
immer,lachen,und,sie
lachen,und,sie,werden
und,sie,werden,dich
sie,werden,dich,für
werden,dich,für,verrückt
dich,für,verrückt,halten
für,verrückt,halten,damit
verrückt,halten,damit,werde
halten,damit,werde,ich
damit,werde,ich,dir
werde,ich,dir,einen
ich,dir,einen,gemeinen
dir,einen,gemeinen,streich
einen,gemeinen,streich,gespielt
gemeinen,streich,gespielt,haben
streich,gespielt,haben,er
gespielt,haben,er,lachte
haben,er,lachte,wieder
er,lachte,wieder,es
lachte,wieder,es,wird
wieder,es,wird,sein
es,wird,sein,als
wird,sein,als,hätte
sein,als,hätte,ich
als,hätte,ich,dir
hätte,ich,dir,statt
ich,dir,statt,der
dir,statt,der,sterne
statt,der,sterne,einen
der,sterne,einen,haufen
sterne,einen,haufen,glöckchen
einen,haufen,glöckchen,geschenkt
haufen,glöckchen,geschenkt,die
glöckchen,geschenkt,die,lachen
geschenkt,die,lachen,können
die,lachen,können,wieder
lachen,können,wieder,lachte
können,wieder,lachte,er
wieder,lachte,er,dann
lachte,er,dann,aber
er,dann,aber,wurde
dann,aber,wurde,er
aber,wurde,er,ernst
wurde,er,ernst,heute
er,ernst,heute,nacht
ernst,heute,nacht,weißt
heute,nacht,weißt,du
nacht,weißt,du,komm
weißt,du,komm,nicht
du,komm,nicht,ich
komm,nicht,ich,werde
nicht,ich,werde,dich
ich,werde,dich,nicht
werde,dich,nicht,verlassen
dich,nicht,verlassen,es
nicht,verlassen,es,wird
verlassen,es,wird,so
es,wird,so,aussehen
wird,so,aussehen,als
so,aussehen,als,hätte
aussehen,als,hätte,ich
als,hätte,ich,schmerzen
hätte,ich,schmerzen,es
ich,schmerzen,es,wird
schmerzen,es,wird,ein
es,wird,ein,bisschen
wird,ein,bisschen,so
ein,bisschen,so,aussehen
bisschen,so,aussehen,als
so,aussehen,als,müsste
aussehen,als,müsste,ich
als,müsste,ich,sterben
müsste,ich,sterben,so
ich,sterben,so,ist
sterben,so,ist,das
so,ist,das,komm
ist,das,komm,dir
das,komm,dir,das
komm,dir,das,nicht
dir,das,nicht,anschauen
das,nicht,anschauen,das
nicht,anschauen,das,ist
anschauen,das,ist,nicht
das,ist,nicht,nötig
ist,nicht,nötig,ich
nicht,nötig,ich,werde
nötig,ich,werde,dich
ich,werde,dich,nicht
werde,dich,nicht,verlassen
dich,nicht,verlassen,aber
nicht,verlassen,aber,er
verlassen,aber,er,war
aber,er,war,besorgt
er,war,besorgt,ich
war,besorgt,ich,sage
besorgt,ich,sage,dir
ich,sage,dir,das
sage,dir,das,auch
dir,das,auch,wegen
das,auch,wegen,der
auch,wegen,der,schlange
wegen,der,schlange,sie
der,schlange,sie,soll
schlange,sie,soll,dich
sie,soll,dich,nicht
soll,dich,nicht,beißen
dich,nicht,beißen,schlangen
nicht,beißen,schlangen,sind
beißen,schlangen,sind,bösartig
schlangen,sind,bösartig,die
sind,bösartig,die,beißen
bösartig,die,beißen,auch
die,beißen,auch,zum
beißen,auch,zum,spaß
auch,zum,spaß,ich
zum,spaß,ich,werde
spaß,ich,werde,dich
ich,werde,dich,nicht
werde,dich,nicht,verlassen
dich,nicht,verlassen,etwas
nicht,verlassen,etwas,beruhigte
verlassen,etwas,beruhigte,ihn
etwas,beruhigte,ihn,sie
beruhigte,ihn,sie,haben
ihn,sie,haben,nicht
sie,haben,nicht,ausreichend
haben,nicht,ausreichend,gift
nicht,ausreichend,gift,für
ausreichend,gift,für,einen
gift,für,einen,zweiten
für,einen,zweiten,biss
einen,zweiten,biss,in
zweiten,biss,in,dieser
biss,in,dieser,nacht
in,dieser,nacht,habe
dieser,nacht,habe,ich
nacht,habe,ich,nicht
habe,ich,nicht,gesehen
ich,nicht,gesehen,wie
nicht,gesehen,wie,er
gesehen,wie,er,sich
wie,er,sich,auf
er,sich,auf,den
sich,auf,den,weg
auf,den,weg,machte
den,weg,machte,er
weg,machte,er,ging
machte,er,ging,fort
er,ging,fort,ohne
ging,fort,ohne,lärm
fort,ohne,lärm,zu
ohne,lärm,zu,machen
lärm,zu,machen,als
zu,machen,als,ich
machen,als,ich,ihn
als,ich,ihn,einholte
ich,ihn,einholte,lief
ihn,einholte,lief,er
einholte,lief,er,entschlossen
lief,er,entschlossen,mit
er,entschlossen,mit,schnellem
entschlossen,mit,schnellem,schritt
mit,schnellem,schritt,vorwärts
schnellem,schritt,vorwärts,er
schritt,vorwärts,er,sagte
vorwärts,er,sagte,mir
er,sagte,mir,nur
sagte,mir,nur,ah
mir,nur,ah,da
nur,ah,da,bist
ah,da,bist,du
da,bist,du,und
bist,du,und,er
du,und,er,nahm
und,er,nahm,mich
er,nahm,mich,bei
nahm,mich,bei,der
mich,bei,der,hand
bei,der,hand,aber
der,hand,aber,quälte
hand,aber,quälte,sich
aber,quälte,sich,noch
quälte,sich,noch,du
sich,noch,du,hast
noch,du,hast,nicht
du,hast,nicht,recht
hast,nicht,recht,getan
nicht,recht,getan,es
recht,getan,es,wird
getan,es,wird,traurig
es,wird,traurig,sein
wird,traurig,sein,es
traurig,sein,es,wird
sein,es,wird,aussehen
es,wird,aussehen,als
wird,aussehen,als,sei
aussehen,als,sei,ich
als,sei,ich,tot
sei,ich,tot,aber
ich,tot,aber,das
tot,aber,das,wird
aber,das,wird,nicht
das,wird,nicht,stimmen
wird,nicht,stimmen,ich
nicht,stimmen,ich,schwieg
stimmen,ich,schwieg,du
ich,schwieg,du,verstehst
schwieg,du,verstehst,es
du,verstehst,es,ist
verstehst,es,ist,zu
es,ist,zu,weit
ist,zu,weit,ich
zu,weit,ich,kann
weit,ich,kann,diesen
